homology_id,mouse_symbol,human_symbol
48887878,CHR1:191449946-191516367(+),CHR1:211743457-211830763(-)
48887879,CHR10:43401129-43416990(-),CHR6:107028199-107051586(+)
48887880,CHR10:84938491-84953611(+),CHR12:106955719-106978778(+)
48887881,CHR5:74355987-74360138(+),CHR4:52862317-52866835(+)
48887882,CHR11:86827251-86884533(-),CHR17:59331655-59401729(+)
48887883,CHR10:52293643-52316279(+),CHR6:117675469-117710727(+)
48887884,CHR15:89310563-89314111(-),CHR22:50578959-50601455(-)
48887885,CHR4:57190841-57301837(-),CHR9:109375466-109538420(-)
48887886,CHRX:20554210-20566119(+),CHRX:47217860-47229997(+)
48887887,CHR3:108119582-108133915(-),CHR1:109466546-109482134(+)
48887888,CHR1:161643683-161704251(-),CHR1:172532349-172611833(+)
48887889,CHR10:79730543-79744757(-),CHR19:867630-893218(-)
48887890,CHR14:30939830-30952309(+),CHR3:52433035-52445103(-)
48887891,CHR11:87017903-87111509(+),CHR17:58967201-59106921(-)
48887892,CHR2:172212601-172224368(+),CHR20:56392371-56406362(+)
48887893,CHR7:113113041-113170718(+),CHR11:13668659-13732346(+)
48887894,CHR5:105667254-105760884(+),CHR1:89615824-89769903(+)
48887895,CHR7:15909015-15920429(+),CHR19:47403124-47422233(-)
48887895,CHR7:15909015-15920429(+),CHR17:15786618-15789705(+)
48887895,CHR7:15909015-15920429(+),CHR17:20588850-20590815(+)
48887896,CHR5:115379829-115410951(-),CHR12:120533480-120577588(+)
48887897,CHR7:24941986-24950186(-),CHR19:42247569-42255128(-)
48887898,CHR2:104585140-104647105(-),CHR11:32892811-32993316(+)
48887899,CHR15:38291707-38300950(-),CHR8:102648784-102655725(-)
48887900,CHR15:100589694-100627257(-),CHR12:51351247-51392867(-)
48887901,CHR2:30306062-30337819(+),CHR9:129110950-129148946(+)
48887902,CHR14:58044018-58063642(-),CHR13:21153595-21176552(-)
48887903,CHR3:95126446-95139482(-),CHR1:151060397-151069544(+)
48887904,CHR11:89191464-89193158(-),CHR17:56593699-56595611(+)
48887905,CHR14:47045606-47059699(-),CHR14:54474484-54489025(-)
48887906,CHR18:36097883-36147768(+),CHR5:139742475-139844466(+)
48887907,CHR9:44308243-44314263(+),CHR11:119023751-119030906(-)
48887908,CHR5:144181247-144383567(+),CHR7:98252379-98323430(+)
48887909,CHR5:24657175-24707045(+),CHR7:151085831-151144436(+)
48887910,CHR4:109533873-109821157(+),CHR1:50437028-50960267(-)
48887911,CHR9:65599673-65734846(-),CHR15:64459578-64686068(+)
48887912,CHR5:124717211-124735743(+),CHR12:123633739-123662604(+)
48887913,CHR14:57814978-57902887(-),CHR13:20777329-20903048(-)
48887914,CHR6:83063348-83065224(+),CHR2:74497517-74503316(-)
48887915,CHR8:122457298-122517822(+),CHR16:87601835-87698156(+)
48887916,CHR16:24212257-24811328(+),CHR3:188153021-188890671(+)
48887917,CHR6:91661031-91736044(+),CHR3:14402576-14489349(+)
48887918,CHR2:179919439-179931672(-),CHR20:62410237-62427539(-)
48887919,CHR17:15925229-15992872(+),CHR5:98853985-98929007(-)
48887920,CHR9:106565281-106666393(-),CHR3:51538719-51668667(+)
48887921,CHR8:75820249-75827217(+),CHR22:35380361-35394214(+)
48887922,CHR4:155685873-155707797(+),CHR1:1727385-1746070(-)
48887922,CHR4:155685873-155707797(+),CHR1:1659529-1692795(-)
48887923,CHR17:27136065-27151553(+),CHR6:33391461-33409896(+)
48887924,CHR17:34094640-34109607(-),CHR6:33391461-33409896(+)
48887925,CHR8:108139121-108151670(-),CHR16:69741871-69754926(-)
48887926,CHR10:128139204-128157227(+),CHR12:56316223-56334053(-)
48887927,CHR5:33879068-33894412(+),CHR4:1793293-1808872(+)
48887928,CHRX:138585745-138654154(+),CHRX:106802673-106876150(+)
48887929,CHR9:21279167-21316657(+),CHR19:10654304-10692400(+)
48887930,CHR4:118966001-118994527(+),CHR1:42925353-42958893(-)
48887931,CHR2:181138935-181159759(+),CHR20:63865228-63891545(+)
48887932,CHR4:116559631-116565582(-),CHR1:45500300-45513382(+)
48887934,CHR11:94535798-94544611(-),CHR17:50373220-50381483(+)
48887935,CHR3:145464447-145600032(+),CHR1:85318481-85578363(-)
48887936,CHR18:36926976-36932713(+),CHR5:140698680-140706686(+)
48887937,CHR11:106923907-107022953(-),CHR17:67825503-67984378(+)
48887938,CHR10:42437959-42459628(-),CHR6:108166022-108188809(+)
48887939,CHR16:91444712-91476080(+),CHR21:33543038-33577481(+)
48887940,CHR15:54878527-54935548(-),CHR8:119730774-119832863(-)
48887941,CHR4:133019770-133080792(-),CHR1:27234441-27308636(+)
48887942,CHR8:69245729-69282062(+),CHR8:19817391-19852083(+)
48887943,CHR16:45566606-45773961(-),CHR3:111732496-111976517(+)
48887944,CHR9:108174104-108179501(+),CHR3:49416778-49422685(-)
48887945,CHR6:58910521-59001487(-),CHR4:88725955-89111398(-)
48887946,CHR5:33897017-33940061(-),CHR4:1811479-1856156(-)
48887947,CHR11:79883932-79924949(+),CHR17:31937007-32001045(+)
48887948,CHR8:106571305-106579910(-),CHR16:67828157-67847811(-)
48887949,CHR2:132746309-132787826(-),CHR20:6074845-6123214(-)
48887950,CHR14:67913780-67953290(-),CHR8:25458931-25507917(+)
48887951,CHR1:133547600-133589118(-),CHR1:203795623-203854999(+)
48887951,CHR1:133547600-133589118(-),CHR1:219608012-219613105(-)
48887952,CHR4:83373917-83404696(-),CHR9:15464066-15510995(-)
48887953,CHR3:41581155-41696949(-),CHR4:128864921-129093600(-)
48887954,CHR15:83037695-83056793(-),CHR22:42615730-42720870(-)
48887955,CHR18:57266162-57430539(+),CHR5:127229300-127465737(+)
48887956,CHR1:160915945-160959078(-),CHR1:173714941-173786692(+)
48887957,CHR7:130467486-130515042(+),CHR10:122374696-122442600(+)
48887958,CHR5:99365279-99400786(-),CHR4:81426393-82044244(-)
48887959,CHR9:103230301-103243034(-),CHR3:133573686-133590274(+)
48887960,CHR11:107370354-107388862(+),CHR17:67337916-67366605(-)
48887961,CHR10:37009371-37014916(-),CHR6:113857345-113863475(+)
48887962,CHR7:115070107-115638031(-),CHR11:15966449-16739591(-)
48887963,CHR8:18896295-18934429(+),CHR8:6708642-6761503(+)
48887964,CHRX:72965727-72974408(-),CHRX:153935269-153944687(-)
48887965,CHR19:46873829-47003613(-),CHR10:103087185-103277605(-)
48887966,CHR3:115801111-115822666(+),CHR1:100872372-100895179(-)
48887967,CHR7:127399830-127402973(+),CHR16:30985207-30989147(+)
48887968,CHR11:75331770-75345543(-),CHR17:1716523-1738599(+)
48887969,CHR8:123294754-123299869(+),CHR16:88803789-88809258(+)
48887970,CHR2:51962844-52012395(+),CHR2:151409883-151534435(+)
48887971,CHR14:56905705-56934887(+),CHR13:19633659-19673441(+)
48887972,CHR5:66903232-67214502(+),CHR4:41359607-41700044(+)
48887973,CHR3:100069697-100114297(+),CHR1:117863485-117929621(-)
48887974,CHR13:75988004-75998270(+),CHR5:95751319-95822726(-)
48887975,CHR9:14695971-14748421(+),CHR11:94415570-94512412(-)
48887976,CHR1:55091929-55111861(+),CHR2:197453493-197475310(+)
48887977,CHR14:31245039-31299820(-),CHR3:15450133-15521751(-)
48887978,CHR5:148441445-148489599(-),CHR13:29764371-29850617(-)
48887979,CHR4:87688162-87951601(-),CHR9:20341669-20622499(-)
48887980,CHR12:104654001-104718211(-),CHR14:95086228-95158010(-)
48887981,CHR18:74400676-74415803(+),CHR18:50266882-50281774(-)
48887982,CHR11:96177449-96180988(+),CHR17:48607232-48633572(-)
48887983,CHR7:79896124-79910569(+),CHR15:90249530-90265482(+)
48887984,CHR11:96024612-96056277(+),CHR17:48762234-48817229(-)
48887985,CHR4:155006390-155013020(-),CHR1:2554234-2565382(+)
48887986,CHR7:35285669-35338651(+),CHR19:32597006-32676597(-)
48887987,CHR10:66844968-66932724(-),CHR10:63521401-63625128(+)
48887988,CHR13:38786674-38821093(-),CHR6:8013567-8064414(-)
48887989,CHR19:3504928-3625749(-),CHR11:68460731-68615334(+)
48887990,CHR7:130943340-130964570(-),CHR10:122930901-122954311(-)
48887990,CHR7:130943340-130964570(-),CHR10:122879633-122898714(+)
48887991,CHR1:75223671-75241146(-),CHR2:219289623-219309648(-)
48887992,CHR8:121818367-121835131(-),CHR16:86530178-86555235(-)
48887993,CHR5:118165808-118199943(+),CHR12:117038923-117099479(-)
48887994,CHR7:24032507-24033361(-),CHR12:117038923-117099479(-)
48887995,CHR12:71062764-71145366(+),CHR14:58298504-58373887(+)
48887996,CHR5:110283708-110319838(+),CHR12:132822187-132956304(-)
48887997,CHR10:110581300-110623245(+),CHR12:77021248-77065569(-)
48887998,CHR11:86157859-86248422(-),CHR17:61942605-62065278(-)
48887999,CHR6:48818417-48822298(+),CHR7:150800403-150805118(+)
48888000,CHR5:115248358-115257405(-),CHR12:120725774-120740008(+)
48888001,CHR9:89936320-89958148(+),CHR15:78921058-78949574(-)
48888002,CHR7:79944339-79974512(-),CHR15:90954881-90963125(+)
48888003,CHR16:35131505-35184222(-),CHR3:123201927-123274136(+)
48888004,CHR1:163773562-163822365(-),CHR1:169662007-169854080(+)
48888005,CHR13:34363141-34529165(-),CHR6:3268962-3457050(-)
48888006,CHR3:143894291-143910981(-),CHR1:87328880-87348923(+)
48888007,CHR19:7203033-7218548(-),CHR11:63938959-63957319(+)
48888008,CHR14:25712066-25769463(-),CHR10:79382325-79445624(-)
48888009,CHR11:54329025-54409061(+),CHR5:131641714-131797017(-)
48888010,CHR7:109820918-109882713(+),CHR11:9664077-9752993(+)
48888011,CHR13:41463392-41640836(-),CHR6:11183298-11382348(-)
48888012,CHR10:77095052-77105409(+),CHR21:45263928-45287898(-)
48888013,CHR8:95546432-95564986(-),CHR16:57428187-57447420(-)
48888014,CHR3:22130816-22270758(+),CHR3:177019340-177228000(-)
48888015,CHR4:88325924-88357175(-),CHR9:20999509-21031640(-)
48888016,CHR9:57847395-57870148(+),CHR15:74409289-74433958(-)
48888017,CHR14:22034030-22039669(-),CHR10:75279725-75401916(-)
48888018,CHR1:136552639-136557791(+),CHR1:200404940-200410056(-)
48888019,CHR4:116414855-116451079(+),CHR1:45627304-45688113(-)
48888020,CHR16:8506586-8574931(-),CHR16:8892097-8975328(-)
48888021,CHR12:24622282-24667390(+),CHR2:9951693-10002277(+)
48888022,CHRX:105011690-105055408(-),CHRX:77825747-77899271(-)
48888023,CHR8:95701379-95740845(+),CHR16:57610652-57665580(+)
48888024,CHR13:54937190-54944589(+),CHR5:176647387-176659054(+)
48888025,CHR8:26210064-26214914(+),CHR8:38263130-38269243(-)
48888026,CHR7:128858755-128993136(+),CHR10:120456954-120592065(+)
48888027,CHR19:56517599-56536675(-),CHR10:113834725-113854394(-)
48888028,CHR2:10085397-10097512(+),CHR10:7750962-7787993(-)
48888029,CHR17:46482281-46513567(-),CHR6:43576185-43620523(+)
48888030,CHR2:48792836-48840287(-),CHR2:147930396-148021604(-)
48888031,CHR17:3165247-3249134(+),CHR6:154733378-154834244(+)
48888032,CHR4:134042431-134056940(+),CHR1:26051301-26068436(-)
48888033,CHR14:76323676-76348200(-),CHR13:44989529-45037669(+)
48888034,CHR10:75732603-75757448(-),CHR22:23786931-23838009(+)
48888035,CHR11:5004132-5015327(-),CHR22:29306618-29312787(+)
48888036,CHR8:95826456-95929440(-),CHR16:57758217-57863053(-)
48888037,CHR7:81616401-81642047(-),CHR15:83255884-83284664(-)
48888038,CHR1:178148673-178165362(-),CHR1:244840638-244864560(-)
48888039,CHR2:29651235-29677697(-),CHR9:128305159-128322447(-)
48888040,CHR4:28813131-28967499(+),CHR6:93240020-93419687(-)
48888041,CHR11:86389697-86435631(-),CHR17:59893046-59950574(+)
48888042,CHR12:116449340-117240469(+),CHR7:157539056-158587823(-)
48888043,CHR11:74788906-74800166(+),CHR17:2322396-2336657(-)
48888044,CHR3:88652006-88682466(-),CHR1:155859567-155885199(+)
48888045,CHR3:28317362-28724734(+),CHR3:171058414-171460408(-)
48888046,CHR17:32540398-32569581(-),CHR19:15380050-15419141(-)
48888047,CHR14:59678400-59786353(+),CHR13:49308650-49444064(-)
48888048,CHR7:110628158-110655584(+),CHR11:10751018-10801625(+)
48888049,CHR7:127070189-127075932(+),CHR16:30650717-30656413(+)
48888050,CHR5:32947164-33011600(-),CHR22:31676256-31750140(-)
48888051,CHRX:36174925-36253711(-),CHRX:119615724-119693370(-)
48888052,CHR11:4845339-4878867(+),CHR22:29505879-29555216(-)
48888053,CHR8:114362219-114371811(+),CHR16:77190835-77202398(+)
48888054,CHR18:52598765-52625003(+),CHR5:121961975-122078935(+)
48888055,CHR18:66113810-66135706(-),CHR18:59327823-59359265(-)
48888056,CHR5:144704547-144796588(+),CHR7:98877933-99050831(+)
48888057,CHR2:157265828-157313758(+),CHR20:37344685-37406050(+)
48888058,CHR11:87744041-87754629(+),CHR17:58205441-58219605(-)
48888059,CHR11:40570141-40586030(-),CHR5:163503064-163519558(+)
48888060,CHR11:59674723-59678471(-),CHR17:17200995-17206333(-)
48888061,CHR13:98383353-98399500(-),CHR5:73565443-73583380(+)
48888062,CHR16:18630529-18654011(+),CHR22:19449911-19479202(-)
48888063,CHR11:53458206-53492794(+),CHR5:132688812-132737638(-)
48888064,CHR3:144389439-144426096(-),CHR1:86704570-86748184(+)
48888065,CHR3:45332833-45389014(+),CHR4:133149294-133208606(+)
48888067,CHR5:21867899-21906394(-),CHR7:103099776-103150001(-)
48888068,CHR7:129764181-129868538(-),CHR10:121478330-121598458(-)
48888069,CHR4:24496451-24602950(+),CHR6:97142161-97284035(-)
48888070,CHR3:89337521-89342435(+),CHR1:154957026-154963853(-)
48888071,CHR11:77873580-77921365(+),CHR17:28905250-28951771(-)
48888072,CHR9:123358824-123421665(+),CHR3:45689056-45745412(+)
48888073,CHR18:36812632-36816911(+),CHR5:140564819-140569100(+)
48888074,CHR3:157652876-157713671(+),CHR1:70258999-70354734(-)
48888075,CHR5:9316118-9531825(+),CHR7:86876906-87059654(-)
48888076,CHR7:101471839-101487419(-),CHR11:72223563-72239147(+)
48888077,CHR14:26381113-26390823(-),CHR3:57556274-57656495(+)
48888078,CHR11:103222323-103254518(-),CHR17:45393902-45434421(-)
48888079,CHRX:37719662-37723964(-),CHRX:120625674-120630054(-)
48888080,CHR10:62394249-62414846(-),CHR10:68988803-69043544(+)
48888081,CHR8:123610561-123769016(-),CHR16:89267619-89490561(-)
48888082,CHR6:31375670-31493746(+),CHR7:131110094-131496632(+)
48888083,CHR1:51505021-51517584(-),CHR2:191678068-191741097(+)
48888084,CHR12:101005668-101049961(-),CHR14:91457508-91510554(-)
48888085,CHR5:121078562-121148155(-),CHR12:112570380-112898881(+)
48888086,CHR2:28730418-28795583(+),CHR9:132592997-132670401(-)
48888087,CHR18:6765167-6791606(+),CHR10:27504174-27545117(+)
48888088,CHR8:71358618-71370173(+),CHR19:17719242-17734513(+)
48888089,CHR15:103099971-103148243(-),CHR12:54230942-54280133(-)
48888090,CHR17:56921297-56933887(-),CHR19:5691834-5720572(-)
48888091,CHR18:10325177-10562940(+),CHR18:21242232-21526112(+)
48888092,CHR5:44332496-44383968(-),CHR4:16160505-16227410(-)
48888093,CHR19:8684931-8700733(-),CHR11:62856004-62888880(+)
48888094,CHR14:105344187-105414763(-),CHR13:79311824-79406477(-)
48888095,CHR11:98249245-98271938(+),CHR17:39637090-39664201(+)
48888097,CHR8:79231898-79235527(-),CHR1:88979456-88992960(-)
48888098,CHR7:106808652-106810123(+),CHR11:7088998-7091148(+)
48888099,CHRX:56428890-56438396(-),CHRX:136848004-136880764(-)
48888100,CHR6:67243963-67266286(+),CHR1:67407810-67430415(-)
48888101,CHR17:29833763-29860638(+),CHR6:37353979-37394734(+)
48888102,CHR4:114263921-114472295(+),CHR1:47760528-47997385(-)
48888103,CHR4:99717440-99769985(+),CHR1:63523372-63585370(+)
48888104,CHR6:54572096-54622824(+),CHR7:30027404-30130483(+)
48888104,CHR6:54572096-54622824(+),CHR12:45139782-45216084(-)
48888105,CHR8:71176485-71203835(+),CHR19:18207961-18255419(-)
48888106,CHR17:80545733-80597620(-),CHR2:38797729-38875934(-)
48888107,CHR5:115373505-115379031(+),CHR12:120578764-120581402(-)
48888108,CHR10:80521087-80537811(-),CHR19:2071036-2096673(-)
48888109,CHR17:26094474-26096137(+),CHR16:634427-636366(-)
48888110,CHR1:155433845-155564120(+),CHR1:180269653-180502954(-)
48888111,CHR2:151923737-151937722(+),CHR20:661596-675802(-)
48888112,CHR12:91599686-91753237(-),CHR14:81260652-81436465(-)
48888113,CHR9:114517899-114552856(+),CHR3:32525974-32570858(-)
48888114,CHR14:69479297-69522561(-),CHR8:23528956-23575463(+)
48888115,CHR7:127485013-127490142(-),CHR16:31083437-31089628(-)
48888116,CHR4:32615462-32653271(+),CHR6:89829880-89874436(+)
48888117,CHR1:156962759-157240170(-),CHR1:178094104-178484147(+)
48888118,CHR19:7252761-7319222(-),CHR11:63838928-63911020(+)
48888119,CHR13:53486784-53531401(-),CHR9:92000087-92115413(-)
48888120,CHR3:40904263-40994669(+),CHR4:128060789-128222931(+)
48888121,CHR2:112209556-112244582(+),CHR15:34140674-34210096(-)
48888122,CHR19:42507198-42580782(+),CHR10:98134624-98244897(+)
48888123,CHR16:76084288-76170715(-),CHR21:14961235-15065936(-)
48888124,CHR17:25105617-25111126(+),CHR16:1776712-1793700(-)
48888125,CHRX:36137948-36147875(+),CHRX:119474802-119591083(+)
48888126,CHR14:48683581-48761703(+),CHR14:56488354-56663165(+)
48888127,CHR16:45531593-45544971(-),CHR3:111998739-112013887(+)
48888128,CHR6:72345777-72357451(-),CHR2:85584431-85593406(+)
48888129,CHR8:73214333-73229070(-),CHR19:16517894-16542437(-)
48888130,CHR5:28661838-28672099(-),CHR7:155799980-155812463(-)
48888131,CHRX:132483609-132589736(-),CHRX:100291644-100410273(-)
48888132,CHR4:106508266-106512479(+),CHR1:54756898-54764523(-)
48888133,CHR7:16738575-16761812(-),CHR19:46347087-46392981(+)
48888134,CHR9:79974185-80052235(+),CHR6:75601509-75718281(+)
48888135,CHR3:138164721-138195143(-),CHR4:98995659-99062809(+)
48888136,CHR16:17223864-17248690(+),CHR22:20859007-20891214(+)
48888137,CHR5:73177534-73414042(-),CHR4:48497357-48780322(-)
48888138,CHR11:62158050-62172201(-),CHR17:15976560-15999717(-)
48888139,CHR16:3857835-3895691(-),CHR16:3651639-3717553(-)
48888140,CHR10:81181882-81186314(-),CHR19:3572777-3579088(+)
48888141,CHR10:76187097-76278620(-),CHR21:46324124-46445769(+)
48888142,CHR10:77522403-77722855(+),CHR21:44497893-44711572(-)
48888143,CHR9:50545933-50571080(-),CHR11:112025033-112064404(+)
48888144,CHRX:74139460-74153382(+),CHRX:154762742-154777689(+)
48888145,CHRX:111548128-111608348(-),CHRX:85277396-85379717(-)
48888146,CHR5:69714255-69731995(+),CHR4:44678420-44700928(+)
48888147,CHR17:24888661-24900990(+),CHR16:1997654-2009821(-)
48888148,CHR11:6220714-6224837(-),CHR7:44576392-44582287(-)
48888149,CHR12:84161057-84190291(+),CHR14:73644875-73703732(+)
48888150,CHR7:144415123-144418982(+),CHR11:69771022-69775341(-)
48888151,CHR2:25070770-25073351(+),CHR9:137299631-137302271(-)
48888152,CHR1:181000793-181039566(-),CHR1:224385146-224437033(-)
48888153,CHR11:121592370-121607132(+),CHR17:83079609-83095122(+)
48888154,CHR5:100666223-100695668(+),CHR4:83034447-83075818(+)
48888155,CHR17:45971102-45997212(-),CHR6:44126633-44155519(+)
48888156,CHR11:21955825-22237086(-),CHR2:62673851-63046487(+)
48888157,CHR7:99569461-99629655(-),CHR11:74748849-74842413(+)
48888158,CHR12:56658174-56660069(-),CHR14:36580004-36582614(-)
48888159,CHR11:101333124-101336355(+),CHR17:42998273-43002959(+)
48888160,CHR8:124532748-124562030(+),CHR1:229271062-229305894(+)
48888161,CHR11:43324571-43338808(+),CHR5:160401641-160421711(-)
48888162,CHR17:24939037-24940901(+),CHR16:1962058-1964841(-)
48888163,CHR16:36514340-36547166(+),CHR3:121987323-122061655(-)
48888164,CHR4:147994210-148021224(-),CHR1:11934205-11975538(+)
48888165,CHR3:67337448-67382401(+),CHR3:158644527-158695581(+)
48888166,CHR3:58429390-58433305(-),CHR3:150541998-150603228(-)
48888167,CHR19:10955671-10970614(-),CHR11:60756867-60776733(+)
48888168,CHR19:11352887-11370154(+),CHR11:60185657-60318080(+)
48888168,CHR19:11352887-11370154(+),CHR11:60200270-60243137(-)
48888170,CHR19:11044835-11058466(-),CHR11:60699585-60715807(+)
48888173,CHR4:53713745-53765785(+),CHR9:105558122-105653820(+)
48888174,CHR1:171057141-171061918(-),CHR1:161215234-161220699(+)
48888175,CHR11:68876527-68899286(-),CHR17:8247608-8270491(+)
48888176,CHR19:41471076-41574975(+),CHR10:96832254-96995956(+)
48888177,CHR5:32893645-32942990(-),CHR22:31618491-31662564(-)
48888178,CHR2:166634451-166641425(+),CHR20:46684365-46689444(-)
48888179,CHR2:165332032-165335244(-),CHR20:46684365-46689444(-)
48888180,CHR7:44774987-44778169(-),CHR19:49487510-49493057(+)
48888181,CHR14:61769442-61794335(-),CHR13:49912702-49936490(-)
48888182,CHR19:46064302-46073969(+),CHR10:102152176-102163871(+)
